,Generated Text,Actual Text
1842,"The Letter of Credit Seminar held recently on May 23, 2001 has been approve= d by the State Bar of Texas for 1 participatory hour CLE credit (Course No=  000020138)",Letter of Credit Seminar - CLE CREDIT
1843,"Due to a variety of circumstances we did not migrate employees to the UBSWE environment tonight (Monday, February 4, 2002)
We will communicate further details of the migration plan on Tuesday, February 5, 2002","DRAFT:  INFORMATION, Please Read: UBSWE Migration postponed"
1844,"Patricia:  I was wondering if you had an opportunity to speak with any  persons associated with the Argentine Derivatives Association in connection  with our discussion of last week
I can't recall if you were going to try to  speak with the lawyers for Citibank and/or Morgan to determine whether the  ADA might welcome our participation in the association, and specifically,  with respect to the template currently in circulation",ADA and general issues
1845,"Following up on the earlier email I sent, it may make sense to delegate a lot of the information gather than we will need for conflicts/disclosure requirements (in the event of contingency planning) to Lisa Mellencamp
She is so familiar with the informational needs that it will take some of the load off of you",Proposed Housekeeping Solution
1846,"I was going to attempt to compose some type of farewell poem for Rod for  Tuesday
What I need from you is any things in particular about Rod that you  associate with him based on your dealings with him, preferably things that  are funny",Rod Nelson
1847,"Anita:  I seem to remember that our traders in Singapore did a deal with a PRC  company a while back and it was our conclusion at the time that it was a very  dangerous (perhaps unenforceable) thing to do
My vague memory is that only  financial institutions could enter into derivatives in the PRC and even then  there was invariably a sovereign immunity risk",LNG hedging for China
1848,"Bruce,  Attached is the information for the property settlement
Sorry, it  took so long",Information
1849,"Mark,  As you requested, below is a list of my major accomplishments for the year
1",Accomplishments
1850,"Dear Vince & Ozzie:  For the Research support of the EAM organization, we were planning till recently for a team of 4 to 5 people for 2002
Over the last four to five months, requests for our support have gone up, primarily for consumption risk, physical options and value-at-risk",2002 Research support for EAM
1851,TTotten@nyisocom writes to the NYISO_TECH_EXCHANGE Discussion List:  The NYISO is reserving hour-beginning 5 in the 15 July 2001 real-time market to verify prices,Price Reservations for the 15 July RTM and 16 July DAM
1852,"We have received an executed financial Master Agreement:  Type of Contract:		ISDA Master Agreement (Multicurrency-Cross Border)  Effective Date:			July 5, 2001  Enron Entity:			Enron North America Corp  Counterparty:			Doublewood XLIM Fund Ltd",Doublewood XLIM Fund Ltd. (The)
1853,"Tammi,  Attached is an image of the GISB
As you see it was CES acquired by ENA in  asset purchase",GISB`
1854,"7th Annual Golf Tournament   benefiting the Klein High School Drill Team    Monday, November 19   at Raveneaux Country Club * 9415 Cypresswood Drive   11:00 AM		Check In   12:00 NOON	Shotgun Start   Includes:		Box Lunch 			Fajita Buffet following tournament 			Golf Cart 			Range Balls    Directions  From Downtown:	Go I-45 North to Beltway 8 (Sam Houston Tollway)  			Go West on Beltway 8   			Exit Beltway 8 at Hwy 249  			Go North on Hwy 249   			Exit 249 at Cypresswood Drive  			Turn right on Cypresswood Drive  			Ravenaux will be on your right after crossing railroad tracks and the bridge over Cypress Creek   Raveneaux Country Club requires Golf Attire and soft spikes only
The tournament is a 4-Person Team Florida Scramble format",November 19 Golf Tournament
1855,"All  A reminder that you are scheduled to interview for the Trading Track Thursday,  November 1st, from 200 pm onwards",Reminder:Interivews Thursday Trading Track
1856,"Mark asked me to get your input regarding a Canadian form question
We have  the following language in the Canadian ISDA Agreements:  Limitation of Rate",Canadian Form Question
1857,"FYI, attached is our response to Los Angeles Department of Water and Power's request that we execute their new Spot Gas Contract
Please let me know if you have any questions",LADWP
1858,"Just checking on my customers in the Pa Database and saw that Credit approved this Sabic Americas, Inc 10/5, but that Status still says Credit Reviewing- just wanted to make sure this one didn't get stuck and moves on through to legal",Sabic Americas
1859,"Mark:  I left you a voice mail last week about the comments from IT about the  ""Enron Corp mandate"" from Jim Derrick  regarding negotiation of these  agreements",electronic trading agreements
1860,"Things may come in a little differently because of Profile Manager (my direct  input into the EOL System)
I will now only see amendments to counterparties  that have already been approved, thru Profile Manager, they will not be  coming in thru the spreadsheets any more","EOL - Split Rock Energy, LLC"
1861,"As required by the Houston Fire Department, a fire drill has been scheduled for the Enron Center Campus
Enron Center North, 1400 Smith St",Fire Drill Scheduled
1862,"I will be attending a funeral in Austin on Thursday
I can be reached on my  cell phone (713-417-1951) in the morning and afternoon while driving to and  from Austin","Out of Office - Thursday, February 3"
1863,"Today, the Euros are coming and John is going to be running this negotiation - here's the bad news they are not coming until 3:30pm today so we may have to work late
Barry Tycholiz will be running this team",The Euros
1864,"Virendra,  Here are the book ids and post ids of the three books that we are having to  manually override each night
These books are all set up in RiskTrac and are  officialized in Portcalc",Post IDs
1865,"Now that Email is back up - here is our update for today
Note, I again forecasted EFS' residual deposit of funds",Update 12/18/2001
1866,"Hey- Give me your home mailing address
I have to send something to you",I need your home mailing address.
1867,"Stacy,  I have a tag that I think you made under West Desk
(# 28010) The tag is showing 800 mw's of NPC (t)",NPC(T)
1868,"John,  Further to our conversation last week, this is written notification that the Power Pool was required to modify PetroCanada's direct sales/forward contracts with Enron Canada Power due to the sale of the Sundance 3 unit effective December 29 HE 1 2001
The details of these changes are provided below",Power Pool
1869,"Linda, Sylvia,  I need you to set up the Transco contracts as outlined  below
As agent for CES unless specified otherwise, Firmness = Firm, Service Type =  Transportation-Release   K# K Type  Rate Term    Comment  1",TRCO
1870,"We would like to file both the accounting and legal responses by the end of the week
Can you let me know the latest status of the responses related to EGP Fuels",Update of Responses
1871,"Enron employees not participating in contract parking are eligible to receive Metro Bus Passes or Woodlands Express Passes
You may pick up a bus pass from the Parking & Transportation Desk, on Level 3 of the Enron Building, from 8:30 AM to 4:30 PM","Metro Bus Passes and Woodlands Express Passes Available Effective   Friday, December 28, 2001"
